time,open,high,low,close,volume,rsi,stoch_k,stoch_d,buy,sell
2026-05-08 14:00:00,2281.63,2284,2275.97,2275.97,11633.258,27.69644925134689,,,0,0
2026-05-08 15:00:00,2275.98,2278.5,2268.6,2275.22,31348.2699,27.363032009541186,,,0,0
2026-05-08 16:00:00,2275.23,2282.69,2267.15,2281.35,21264.4415,34.322332291647996,,,0,0
2026-05-08 17:00:00,2281.37,2289.13,2280.15,2283.56,17210.3914,36.677816687728416,,,0,0
2026-05-08 18:00:00,2283.56,2292.12,2280.35,2284.34,15015.7397,37.52939624073169,,,0,0
2026-05-08 19:00:00,2284.34,2290.96,2281.17,2287.94,15731.5078,41.44353972389502,,,0,0
2026-05-08 20:00:00,2287.95,2298.01,2287.95,2295.38,17761.4984,48.60985628986495,,,0,0
2026-05-08 21:00:00,2295.38,2302,2282.46,2284.53,16435.0408,40.773099240013835,,,0,0
2026-05-08 22:00:00,2284.53,2287,2269.96,2276.46,28468.8006,36.110063176289955,,,0,0
2026-05-08 23:00:00,2276.46,2292.66,2273.32,2285.72,25640.1037,44.02122991040667,,,0,0
2026-05-09 00:00:00,2285.72,2294.44,2274.94,2293.2,14657.397,49.464726939944406,,,0,0
2026-05-09 01:00:00,2293.2,2294.37,2286.42,2289.93,13453.9968,47.29931595263058,,,0,0
2026-05-09 02:00:00,2289.93,2315.63,2289.39,2304.86,23598.5736,56.633844376784864,,,0,0
2026-05-09 03:00:00,2304.87,2321.22,2304.87,2313.49,19654.0122,60.940485136204366,,,0,0
